"typeID","typeName","manufacture","group_level1","group_level2","group_level3","group_level4","group_level5","group_level6","group_level7"
364101,"Active Recruit-Booster (7-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Active Boosters",NULL,NULL,NULL
364102,"Recruit Assault Rifle","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
364103,"Recruit Submachine Gun","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
364105,"Recruit Militia Frame","NG","Infantry Gear","Militia Gear","Dropsuits","Dropsuits",NULL,NULL,NULL
364121,"CreoDron Methana","NG","Infantry Gear","Vehicles and Gear","Light Attack Vehicles","Standard",NULL,NULL,NULL
364171,"Kaalakiota Tactical HAV","NG","Infantry Gear","Vehicles and Gear","Heavy Attack Vehicles","Standard",NULL,NULL,NULL
364172,"CreoDron Breach HAV","NG","Infantry Gear","Vehicles and Gear","Heavy Attack Vehicles","Standard",NULL,NULL,NULL
364246,"CreoDron Transport Dropship","NG","Infantry Gear","Militia Gear","Vehicles","Vehicles",NULL,NULL,NULL
364247,"Kaalakiota Recon Dropship","NG","Infantry Gear","Militia Gear","Vehicles","Vehicles",NULL,NULL,NULL
364248,"Militia Scanner","NG","Infantry Gear","Militia Gear","Modules","Vehicle Modules",NULL,NULL,NULL
364250,"Militia Afterburner","NG","Infantry Gear","Militia Gear","Modules","Vehicle Modules",NULL,NULL,NULL
364317,"Staff Recruiter Militia Frame","NG","Infantry Gear","Militia Gear","Dropsuits","Dropsuits",NULL,NULL,NULL
364471,"Staff Recruiter Active Booster (1-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Active Boosters",NULL,NULL,NULL
364472,"Staff Recruiter Active Booster (3-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Active Boosters",NULL,NULL,NULL
364477,"Staff Recruiter Active Booster (7-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Active Boosters",NULL,NULL,NULL
364478,"Staff Recruiter Active Booster (15-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Active Boosters",NULL,NULL,NULL
364479,"Staff Recruiter Active Booster (30-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Active Boosters",NULL,NULL,NULL
364490,"Senior Recruiter Light Assault Vehicle","NG","Infantry Gear","Vehicles and Gear","Light Attack Vehicles","Standard",NULL,NULL,NULL
364952,"Militia Minmatar Light Frame","NG","Infantry Gear","Militia Gear","Dropsuits","Dropsuits",NULL,NULL,NULL
364955,"Militia Amarr Medium Frame","NG","Infantry Gear","Militia Gear","Dropsuits","Dropsuits",NULL,NULL,NULL
364956,"Militia Gallente Medium Frame","NG","Infantry Gear","Militia Gear","Dropsuits","Dropsuits",NULL,NULL,NULL
365420,"'LC-225' Saga-II","NG","Infantry Gear","Vehicles and Gear","Light Attack Vehicles","Standard",NULL,NULL,NULL
365428,"Saga-II","NG","Infantry Gear","Vehicles and Gear","Light Attack Vehicles","Standard",NULL,NULL,NULL
365433,"Passive Omega-Booster (30-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Passive Boosters",NULL,NULL,NULL
365434,"Passive Omega-Booster (60-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Passive Boosters",NULL,NULL,NULL
365435,"Passive Omega-Booster (90-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Passive Boosters",NULL,NULL,NULL
365446,"Passive Booster (15-minute) [QA]","NG","Infantry Gear","Boosters & Services","Boosters","Passive Boosters",NULL,NULL,NULL
365902,"Militia Armor Hardener","NG","Infantry Gear","Militia Gear","Modules","Vehicle Modules",NULL,NULL,NULL
365903,"Militia Shield Hardener","NG","Infantry Gear","Militia Gear","Modules","Vehicle Modules",NULL,NULL,NULL
365904,"Militia Railgun Damage Amplifier","NG","Infantry Gear","Militia Gear","Modules","Vehicle Modules",NULL,NULL,NULL
365905,"Militia Blaster Ammo Expansion Unit","NG","Infantry Gear","Militia Gear","Modules","Vehicle Modules",NULL,NULL,NULL
365906,"Militia Railgun Ammo Expansion Unit","NG","Infantry Gear","Militia Gear","Modules","Vehicle Modules",NULL,NULL,NULL
365907,"Militia Missile Ammo Expansion Unit","NG","Infantry Gear","Militia Gear","Modules","Vehicle Modules",NULL,NULL,NULL
365908,"Militia Mobile CRU","NG","Infantry Gear","Militia Gear","Modules","Vehicle Modules",NULL,NULL,NULL
365909,"Passive Omega-Booster (7-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Passive Boosters",NULL,NULL,NULL
365912,"Passive Omega-Booster (15-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Passive Boosters",NULL,NULL,NULL
365913,"Passive Omega-Booster (1-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Passive Boosters",NULL,NULL,NULL
365914,"Passive Omega-Booster (3-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Passive Boosters",NULL,NULL,NULL
365915,"Active Omega-Booster (1-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Active Boosters",NULL,NULL,NULL
365916,"Active Omega-Booster (3-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Active Boosters",NULL,NULL,NULL
365917,"Active Omega-Booster (15-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Active Boosters",NULL,NULL,NULL
365918,"Active Omega-Booster (30-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Active Boosters",NULL,NULL,NULL
365919,"Active Omega-Booster (60-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Active Boosters",NULL,NULL,NULL
365920,"Active Omega-Booster (90-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Active Boosters",NULL,NULL,NULL
365921,"Active Booster (15-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Active Boosters",NULL,NULL,NULL
365922,"Active Booster (60-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Active Boosters",NULL,NULL,NULL
365923,"Active Booster (90-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Active Boosters",NULL,NULL,NULL
365924,"Passive Booster (1-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Passive Boosters",NULL,NULL,NULL
365925,"Passive Booster (60-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Passive Boosters",NULL,NULL,NULL
365926,"Passive Booster (90-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Passive Boosters",NULL,NULL,NULL
365928,"'Flying Scotsman' Assault ck.0","NG","Infantry Gear","Loadouts","Assault","Assault",NULL,NULL,NULL
365930,"'Hellmar' Sentinel ak.0","NG","Infantry Gear","Loadouts","Heavy","Sentinel",NULL,NULL,NULL
365932,"'Remnant IX' Logistics mk.0","NG","Infantry Gear","Loadouts","Logistics","Logistics",NULL,NULL,NULL
365934,"'Wolfman' Assault A/1-Series","NG","Infantry Gear","Loadouts","Assault","Assault",NULL,NULL,NULL
365936,"'Rattati' Assault G/1-Series","NG","Infantry Gear","Loadouts","Assault","Assault",NULL,NULL,NULL
365938,"'Logicloop' Scout M-I","NG","Infantry Gear","Loadouts","Scout","Scout",NULL,NULL,NULL
365940,"'Foxfour' Assault G-I","NG","Infantry Gear","Loadouts","Assault","Assault",NULL,NULL,NULL
365942,"'Tigris' Sentinel A-I","NG","Infantry Gear","Loadouts","Heavy","Sentinel",NULL,NULL,NULL
365943,"'Praetorian VII' Madrugar","NG","Infantry Gear","Special Offers","Vehicle Loadouts","Heavy Attack Vehicle (HAV)",NULL,NULL,NULL
365944,"'Nullarbor' Myron","NG","Infantry Gear","Special Offers","Vehicle Loadouts","Dropship",NULL,NULL,NULL
365945,"'Greyscale' Saga","NG","Infantry Gear","Special Offers","Vehicle Loadouts","Light Attack Vehicle (LAV)",NULL,NULL,NULL
365956,"Militia Fuel Injector","NG","Infantry Gear","Militia Gear","Modules","Vehicle Modules",NULL,NULL,NULL
366022,"Faction Booster Amarr (1-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Amarr",NULL,NULL,NULL
366023,"Faction Booster Caldari (1-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Caldari",NULL,NULL,NULL
366024,"Faction Booster Gallente (1-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Gallente",NULL,NULL,NULL
366025,"Faction Booster Minmatar (1-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Minmatar",NULL,NULL,NULL
366229,"Faction Booster Amarr (3-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Amarr",NULL,NULL,NULL
366230,"Faction Booster Amarr (7-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Amarr",NULL,NULL,NULL
366231,"Faction Booster Amarr (15-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Amarr",NULL,NULL,NULL
366232,"Faction Booster Amarr (30-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Amarr",NULL,NULL,NULL
366233,"Faction Booster Amarr (60-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Amarr",NULL,NULL,NULL
366234,"Faction Booster Amarr (90-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Amarr",NULL,NULL,NULL
366235,"Faction Booster Caldari (3-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Caldari",NULL,NULL,NULL
366236,"Faction Booster Caldari (7-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Caldari",NULL,NULL,NULL
366237,"Faction Booster Caldari (15-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Caldari",NULL,NULL,NULL
366238,"Faction Booster Caldari (30-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Caldari",NULL,NULL,NULL
366239,"Faction Booster Caldari (60-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Caldari",NULL,NULL,NULL
366240,"Faction Booster Caldari (90-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Caldari",NULL,NULL,NULL
366241,"Faction Booster Gallente (3-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Gallente",NULL,NULL,NULL
366242,"Faction Booster Gallente (7-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Gallente",NULL,NULL,NULL
366243,"Faction Booster Gallente (15-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Gallente",NULL,NULL,NULL
366244,"Faction Booster Gallente (30-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Gallente",NULL,NULL,NULL
366245,"Faction Booster Gallente (60-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Gallente",NULL,NULL,NULL
366246,"Faction Booster Gallente (90-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Gallente",NULL,NULL,NULL
366247,"Faction Booster Minmatar (3-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Minmatar",NULL,NULL,NULL
366248,"Faction Booster Minmatar (7-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Minmatar",NULL,NULL,NULL
366249,"Faction Booster Minmatar (15-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Minmatar",NULL,NULL,NULL
366250,"Faction Booster Minmatar (30-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Minmatar",NULL,NULL,NULL
366251,"Faction Booster Minmatar (60-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Minmatar",NULL,NULL,NULL
366252,"Faction Booster Minmatar (90-Day)","NG","Infantry Gear","Boosters & Services","Boosters","Faction Booster Minmatar",NULL,NULL,NULL
366695,"Militia Caldari Heavy Frame","NG","Infantry Gear","Militia Gear","Dropsuits","Dropsuits",NULL,NULL,NULL
366696,"Militia Gallente Heavy Frame","NG","Infantry Gear","Militia Gear","Dropsuits","Dropsuits",NULL,NULL,NULL
366697,"Militia Minmatar Heavy Frame","NG","Infantry Gear","Militia Gear","Dropsuits","Dropsuits",NULL,NULL,NULL
366736,"Militia Caldari Light Frame","NG","Infantry Gear","Militia Gear","Dropsuits","Dropsuits",NULL,NULL,NULL
366737,"Militia Amarr Light Frame","NG","Infantry Gear","Militia Gear","Dropsuits","Dropsuits",NULL,NULL,NULL
367223,"Militia Scrambler Rifle","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367226,"Militia Rail Rifle","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367227,"Militia Combat Rifle","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367228,"Militia Plasma Cannon","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367229,"Militia Laser Rifle","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367230,"Militia Mass Driver","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367436,"Militia Ion Pistol","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367437,"Militia Bolt Pistol","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367439,"Militia Magsec SMG","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367440,"Militia Heavy Machine Gun","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367442,"'Sarak' Assault A-I+","NG","Infantry Gear","Loadouts","Assault","Assault",NULL,NULL,NULL
367443,"'Ukko' Assault C-I+","NG","Infantry Gear","Loadouts","Assault","Assault",NULL,NULL,NULL
367450,"'Magni' Assault M-I+","NG","Infantry Gear","Loadouts","Assault","Assault",NULL,NULL,NULL
367451,"'Memnon' Assault G-I+","NG","Infantry Gear","Loadouts","Assault","Assault",NULL,NULL,NULL
367453,"'Behemoth' Sentinel A-I+","NG","Infantry Gear","Loadouts","Heavy","Sentinel",NULL,NULL,NULL
367455,"'Izanami' Sentinel C-I+","NG","Infantry Gear","Loadouts","Heavy","Sentinel",NULL,NULL,NULL
367456,"'Jotunn' Sentinel M-I+","NG","Infantry Gear","Loadouts","Heavy","Sentinel",NULL,NULL,NULL
367457,"'Enkidu' Sentinel G-I+","NG","Infantry Gear","Loadouts","Heavy","Sentinel",NULL,NULL,NULL
367472,"Militia Flaylock Pistol","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367499,"Skill Tree Reset and Refund","NG","Infantry Gear","Boosters & Services","Services","Services ",NULL,NULL,NULL
367578,"Jara Kumora - Contract","NG","Infantry Gear","Boosters & Services","Services","Agents",NULL,NULL,NULL
367586,"Militia Nova Knives","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367587,"Militia Flaylock Pistol Blueprint","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367589,"Militia Bolt Pistol Blueprint","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367590,"Militia Ion Pistol Blueprint","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367591,"Militia Nova Knife Blueprint","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367592,"Militia Magsec SMG Blueprint","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367600,"APEX 'Dominus' Sentinel","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367621,"Militia Scrambler Rifle Blueprint","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367622,"Militia Laser Rifle Blueprint","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367623,"Militia Rail Rifle Blueprint","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367624,"Militia Combat Rifle Blueprint","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367625,"Militia Plasma Cannon Blueprint","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367627,"Militia Heavy Machine Gun Blueprint","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367628,"Militia Forge Gun Blueprint","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367629,"Militia Mass Driver Blueprint","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367630,"Militia Flux Grenade","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367631,"Militia Flux Grenade Blueprint","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367632,"Militia AV Grenade","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367633,"Militia AV Grenade Blueprint","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367634,"'Quafe' Sentinel G-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
367650,"'Quafe' Sentinel C-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
367651,"'Quafe' Sentinel A-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
367652,"'Quafe' Sentinel M-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
367653,"'Quafe' Assault G-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
367654,"'Quafe' Assault A-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
367655,"'Quafe' Assault M-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
367656,"'Quafe' Scout C-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
367657,"'Quafe' Scout A-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
367658,"'Quafe' Scout M-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
367677,"APEX 'Shogun' Sentinel","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367679,"APEX 'Atlas' Sentinel","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367681,"APEX 'Warlord' Sentinel","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367685,"APEX 'Rasetsu' Assault","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367687,"APEX 'Spartan' Assault","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367689,"APEX 'Nomad' Assault","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367691,"APEX 'Opus' Assault","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367693,"APEX 'Kampo' Logistics","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367695,"APEX 'Chiron' Logistics","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367697,"APEX 'Shaman' Logistics","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367699,"APEX 'Seraph' Logistics","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367701,"APEX 'Hawk' Scout","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367703,"APEX 'Serpent' Scout","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367705,"APEX 'Tiger' Scout","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367707,"APEX 'Dragon' Scout","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367709,"APEX 'Samurai' Commando","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367711,"APEX 'Centurion' Commando","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367713,"APEX 'Renegade' Commando","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367715,"APEX 'Paladin' Commando","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367987,"APEX 'Atlas' Sentinel vX.1","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367988,"APEX 'Nomad' Assault vX.1","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367989,"APEX 'Dragon' Scout vX.1","NG","Infantry Gear","Loadouts","APEX","APEX",NULL,NULL,NULL
367992,"Militia Assault Combat Rifle","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367994,"Militia Assault Scrambler Rifle","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
367996,"Militia Assault Rail Rifle","NG","Infantry Gear","Militia Gear","Weapons","Weapons & Grenades",NULL,NULL,NULL
368061,"'Hastati' Basic-M A-I","NG","Infantry Gear","Loadouts","Basic","Basic",NULL,NULL,NULL
368062,"'Principe' Basic-M A/I","NG","Infantry Gear","Loadouts","Basic","Basic",NULL,NULL,NULL
368064,"'Toxotai' Basic-M G-I","NG","Infantry Gear","Loadouts","Basic","Basic",NULL,NULL,NULL
368065,"'Phalanx' Basic-M G/I","NG","Infantry Gear","Loadouts","Basic","Basic",NULL,NULL,NULL
368066,"'Grettir' Basic-M M-I","NG","Infantry Gear","Loadouts","Basic","Basic",NULL,NULL,NULL
368067,"'Kari' Basic-M M/I","NG","Infantry Gear","Loadouts","Basic","Basic",NULL,NULL,NULL
368069,"'Kullervo' Basic-M C-I","NG","Infantry Gear","Loadouts","Basic","Basic",NULL,NULL,NULL
368071,"'Tarapitha' Basic-M C/I","NG","Infantry Gear","Loadouts","Basic","Basic",NULL,NULL,NULL
368518,"CreoDron Methana vX.1","NG","Infantry Gear","Vehicles and Gear","Light Attack Vehicles","Standard",NULL,NULL,NULL
368531,"'Quafe' Gunnlogi","NG","Infantry Gear","Vehicles and Gear","Heavy Attack Vehicles","Standard",NULL,NULL,NULL
368532,"'Quafe' Madrugar","NG","Infantry Gear","Vehicles and Gear","Heavy Attack Vehicles","Standard",NULL,NULL,NULL
368533,"'Quafe' Grimsnes","NG","Infantry Gear","Vehicles and Gear","Dropships","Standard",NULL,NULL,NULL
368534,"'Quafe' Myron","NG","Infantry Gear","Vehicles and Gear","Dropships","Standard",NULL,NULL,NULL
368537,"'Quafe' Saga","NG","Infantry Gear","Vehicles and Gear","Light Attack Vehicles","Standard",NULL,NULL,NULL
368539,"'Quafe' Methana","NG","Infantry Gear","Vehicles and Gear","Light Attack Vehicles","Standard",NULL,NULL,NULL
368546,"'Quafe' Saga Blueprint","NG","Infantry Gear","Vehicles and Gear","Light Attack Vehicles","Standard",NULL,NULL,NULL
368547,"'Quafe' Methana Blueprint","NG","Infantry Gear","Vehicles and Gear","Light Attack Vehicles","Standard",NULL,NULL,NULL
368548,"'Quafe' Logistics A-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
368549,"'Quafe' Logistics C-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
368550,"'Quafe' Logistics G-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
368551,"'Quafe' Logistics M-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
368552,"'Quafe' Commando A-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
368553,"'Quafe' Commando C-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
368554,"'Quafe' Commando G-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
368555,"'Quafe' Commando M-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
368576,"'Brutor' Logistics M-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
368577,"'Tash Murkon' Logistics A-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
368580,"'Tash Murkon' Sentinel A-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
368581,"'Brutor' Commando M-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
368582,"'Kaalakiota' Assault C-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
368583,"'Kaalakiota' Scout C-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
368584,"'Roden' Scout G-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
368585,"'Roden' Commando G-I","NG","Infantry Gear","Visual Customization","Dropsuits","Dropsuits",NULL,NULL,NULL
368725,"Medium Caldari SKIN - Red","NG","Infantry Gear","Visual Customization","Skins","Skins",NULL,NULL,NULL
368755,"Heavy Amarr SKIN - Yellow","NG","Infantry Gear","Visual Customization","Skins","Skins",NULL,NULL,NULL
368756,"Light Gallente SKIN - Green","NG","Infantry Gear","Visual Customization","Skins","Skins",NULL,NULL,NULL
368776,"Medium Minmatar SKIN - Quafe","NG","Infantry Gear","Visual Customization","Skins","Skins",NULL,NULL,NULL
368880,"Marduk G-I","NG","Infantry Gear","Vehicles and Gear","Heavy Attack Vehicles","Standard",NULL,NULL,NULL
368881,"Madrugar G/1","NG","Infantry Gear","Vehicles and Gear","Heavy Attack Vehicles","Advanced",NULL,NULL,NULL
368882,"Madrugar Gv.0","NG","Infantry Gear","Vehicles and Gear","Heavy Attack Vehicles","Prototype",NULL,NULL,NULL
368884,"Marduk G/1","NG","Infantry Gear","Vehicles and Gear","Heavy Attack Vehicles","Advanced",NULL,NULL,NULL
368885,"Marduk Gv.0","NG","Infantry Gear","Vehicles and Gear","Heavy Attack Vehicles","Prototype",NULL,NULL,NULL
368887,"Gladius C-I","NG","Infantry Gear","Vehicles and Gear","Heavy Attack Vehicles","Standard",NULL,NULL,NULL
368888,"Gunnlogi C/1","NG","Infantry Gear","Vehicles and Gear","Heavy Attack Vehicles","Advanced",NULL,NULL,NULL
368889,"Gunnlogi Cv.0","NG","Infantry Gear","Vehicles and Gear","Heavy Attack Vehicles","Prototype",NULL,NULL,NULL
368890,"Gladius C/1","NG","Infantry Gear","Vehicles and Gear","Heavy Attack Vehicles","Advanced",NULL,NULL,NULL
368891,"Gladius Cv.0","NG","Infantry Gear","Vehicles and Gear","Heavy Attack Vehicles","Prototype",NULL,NULL,NULL
368951,"Medium Minmatar SKIN - Brutor","NG","Infantry Gear","Visual Customization","Skins","Skins",NULL,NULL,NULL
369113,"'Blood Raiders' AM-M SKIN","NG","Infantry Gear","Visual Customization","Skins","Skins",NULL,NULL,NULL
369114,"'Guristas' CA-M SKIN","NG","Infantry Gear","Visual Customization","Skins","Skins",NULL,NULL,NULL
369115,"'Serpentis' GA-M SKIN","NG","Infantry Gear","Visual Customization","Skins","Skins",NULL,NULL,NULL
369116,"'Angel Cartel' MN-M SKIN","NG","Infantry Gear","Visual Customization","Skins","Skins",NULL,NULL,NULL
369158,"'Legacy' MN-M SKIN","NG","Infantry Gear","Visual Customization","Skins","Skins",NULL,NULL,NULL
369159,"'Thukker' MN-L SKIN","NG","Infantry Gear","Visual Customization","Skins","Skins",NULL,NULL,NULL
